Achiever,Explorer,Socializer,Influencer,Susceptibility,Risk aversion,Age group,Tech savviness,Home ownership
3.3539000000000003,3.1122000000000005,0.7552000000000001,0.7784,Less susceptible,Least risk averse,Gen-Z,Experimenter,Renter
0.7270000000000001,2.0691,3.2327999999999997,1.9711,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Renter
1.8179,3.5135000000000005,1.6356000000000002,1.0328,Most susceptible,Least risk averse,Gen-X (younger),Follower,Renter
1.6306000000000003,2.6478,1.9737000000000002,1.7477999999999998,Less susceptible,Less risk averse,Gen-X (younger),Trendy,Owner
2.5437,1.6798000000000002,2.0967,1.6795,Less susceptible,Least risk averse,Millenial,Follower,Renter
3.2409000000000003,3.1757,0.9958999999999999,0.5876,Less susceptible,More risk averse,Boomer,Trendy,Owner
2.555,2.8814,1.01,1.5534000000000001,Most susceptible,Least risk averse,Gen-X (older),Trendy,Owner
3.1500999999999997,2.2142999999999997,1.123,1.5125,Less susceptible,Least risk averse,Millenial,Trendy,Owner
1.6758000000000002,3.3673,2.0394,0.9174,Less susceptible,Most risk averse,Boomer,Follower,Renter
2.3355,3.3406000000000002,1.4245000000000003,0.8992,More susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
3.2910999999999997,2.7032,0.49939999999999996,1.5058999999999998,Less susceptible,Least risk averse,Millenial,Trendy,Owner
2.128,1.8806,1.7650000000000001,2.244,Less susceptible,Less risk averse,Millenial,Follower,Renter
1.6433000000000002,2.4441,1.7493999999999998,2.1632000000000002,Least susceptible,Least risk averse,Gen-X (younger),Experimenter,Renter
4.0051000000000005,2.9407000000000005,0.3025,0.7515999999999999,Less susceptible,Most risk averse,Gen-Z,Follower,Renter
2.2744,1.2971000000000004,2.3026,2.1258,Less susceptible,Less risk averse,Millenial,Trendy,Renter
3.3099,2.114,1.5938,0.9820999999999999,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
2.5019,2.1885000000000003,1.1606999999999998,2.1487000000000003,Less susceptible,Most risk averse,Millenial,Trendy,Owner
2.6305000000000005,2.7750000000000004,1.731,0.8634,Most susceptible,Least risk averse,Boomer,Follower,Renter
1.8300999999999998,2.9677000000000007,1.7606,1.4415,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
2.4822,2.7056000000000004,1.2750000000000001,1.5369,Less susceptible,Least risk averse,Millenial,Trendy,Renter
2.4976000000000003,2.8342,0.6755,1.9924,Least susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
1.6467000000000003,3.0197999999999996,1.412,1.9214000000000002,Most susceptible,Less risk averse,Millenial,Trendy,Owner
2.5131000000000006,1.9701,1.5445,1.9720000000000002,Most susceptible,Less risk averse,Millenial,Experimenter,Renter
2.2008,1.9724,1.9562000000000002,1.8706,Least susceptible,Least risk averse,Gen-X (older),Trendy,Renter
1.8179,3.5135000000000005,1.6356000000000002,1.0328,Less susceptible,More risk averse,Millenial,Trendy,Renter
1.5072999999999999,1.4776,1.9178,3.0973,Least susceptible,Most risk averse,Gen-Z,Follower,Renter
2.4238,1.4196000000000002,3.1234,1.0334,Less susceptible,Least risk averse,Gen-X (younger),Follower,Renter
1.5309,2.6973000000000003,2.6853,1.0865,Less susceptible,Least risk averse,Millenial,Trendy,Owner
0.7031000000000001,1.3783000000000003,3.1984,2.7201999999999997,More susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
1.8939000000000001,4.0215000000000005,1.1719,0.9123999999999999,Less susceptible,More risk averse,Gen-X (older),Experimenter,Owner
1.7461000000000002,2.8838,1.7856,1.5843999999999998,More susceptible,Least risk averse,Millenial,Trendy,Renter
2.0093,3.091,1.8418,1.0576999999999999,Most susceptible,More risk averse,Millenial,Follower,Renter
1.7416999999999998,2.7974000000000006,1.5206,1.9400000000000002,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Renter
2.6921,3.6582,0.8342999999999998,0.8151999999999999,Less susceptible,Least risk averse,Gen-X (younger),Follower,Renter
1.4724,2.7121,2.455,1.3604,Less susceptible,Least risk averse,Millenial,Trendy,Renter
2.1717,1.9215,2.0361000000000002,1.8704999999999998,Less susceptible,More risk averse,Boomer,Experimenter,Renter
1.8395000000000001,3.0104,1.8647,1.3029,Least susceptible,Least risk averse,Millenial,Experimenter,Owner
0.9064,2.7492000000000005,2.0109999999999997,2.3331999999999997,More susceptible,Most risk averse,Gen-X (younger),Experimenter,Owner
1.8258,3.6134000000000004,1.2753999999999999,1.2852,Less susceptible,Least risk averse,Gen-Z,Trendy,Owner
3.3377,2.0246000000000004,1.4269000000000003,1.2285000000000001,Less susceptible,Most risk averse,Boomer,Experimenter,Owner
2.2689000000000004,3.3556999999999997,1.8456000000000004,0.5297000000000001,Less susceptible,Less risk averse,Gen-X (younger),Experimenter,Owner
2.5652,3.5836000000000006,1.1340000000000001,0.717,Least susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
2.6921,3.6582,0.8342999999999998,0.8151999999999999,Less susceptible,Most risk averse,Gen-X (younger),Experimenter,Owner
3.0176999999999996,2.0479000000000003,2.1588,0.7754999999999999,Most susceptible,Less risk averse,Gen-X (older),Trendy,Owner
3.0027,2.5368000000000004,1.7849000000000002,0.6752999999999999,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Renter
0.9799,2.4496,2.2885,2.2817999999999996,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
0.8598,3.491600000000001,2.5719000000000003,1.0766,Less susceptible,Less risk averse,Millenial,Trendy,Renter
1.7684,3.4397,1.0847,1.7068999999999999,Less susceptible,Least risk averse,Millenial,Trendy,Renter
2.5836000000000006,2.2203,1.4822,1.7138000000000002,Least susceptible,Least risk averse,Gen-X (older),Trendy,Owner
1.4389,1.9079000000000002,3.1469,1.5062,Less susceptible,Most risk averse,Millenial,Trendy,Owner
3.0907,0.9554,2.0658,1.8880000000000001,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
1.7519000000000002,2.2346,2.3525,1.6609,Most susceptible,More risk averse,Gen-X (younger),Luddite,Renter
0.7757000000000001,2.1251,1.7054999999999998,3.3937,Less susceptible,Least risk averse,Gen-Z,Trendy,Renter
2.5547,1.3918000000000001,2.6013,1.4524,Less susceptible,More risk averse,Boomer,Trendy,Renter
1.0825,3.2163000000000004,2.6887,1.0124,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
3.3750999999999998,2.7871000000000006,0.47440000000000004,1.363,Most susceptible,Most risk averse,Gen-X (older),Trendy,Renter
4.1211,2.7523,0.36829999999999996,0.7579999999999999,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
2.3821000000000003,2.5982000000000003,0.8636,2.1558,More susceptible,Most risk averse,Boomer,Trendy,Owner
2.5094,1.9198,1.1404,2.4301999999999997,Less susceptible,Most risk averse,Gen-Z,Experimenter,Renter
2.4650000000000003,1.9759,2.0003,1.5588,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
2.5413,4.071300000000001,0.4879,0.8991,Less susceptible,Least risk averse,Gen-X (older),Trendy,Owner
1.6799000000000002,2.1393,2.551,1.6297,Least susceptible,Most risk averse,Boomer,Trendy,Owner
3.1914,2.7527,1.2110000000000003,0.8445999999999999,Most susceptible,Most risk averse,Boomer,Experimenter,Owner
3.1182,3.532,0.4667,0.883,Less susceptible,Less risk averse,Gen-Z,Trendy,Renter
2.5652,3.5836000000000006,1.1340000000000001,0.717,Most susceptible,Less risk averse,Gen-X (older),Trendy,Owner
1.7758,3.1004000000000005,1.6234999999999997,1.5001,Less susceptible,Less risk averse,Silent,Trendy,Renter
2.5998,2.112,2.2745,1.0137,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Renter
3.2125999999999997,2.8027999999999995,0.5201,1.4642000000000002,More susceptible,More risk averse,Millenial,Trendy,Owner
0.9107000000000001,2.1035000000000004,2.4962,2.4894999999999996,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
1.7519000000000002,2.3074,2.5913000000000004,1.367,Less susceptible,Least risk averse,Gen-X (older),Trendy,Owner
3.9008000000000003,1.8826,1.3633000000000002,0.8531,Less susceptible,More risk averse,Gen-X (younger),Trendy,Renter
2.4600000000000004,1.2772000000000001,1.6951999999999998,2.5673,Most susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
4.1319,2.3146000000000004,0.4214,1.1319,Less susceptible,More risk averse,Gen-X (older),Follower,Owner
1.7461000000000002,2.8838,1.7856,1.5843999999999998,Less susceptible,Most risk averse,Millenial,Experimenter,Renter
1.8929,2.1419,2.3537,1.6115,Less susceptible,Least risk averse,Millenial,Follower,Owner
2.6343,3.1976000000000004,1.1465,1.0211999999999999,Less susceptible,Least risk averse,Millenial,Trendy,Owner
3.2567999999999997,1.4211000000000003,1.7445,1.5774,Less susceptible,Less risk averse,Gen-X (younger),Experimenter,Renter
3.1938,2.1612999999999998,1.5670000000000002,1.0778,Most susceptible,Less risk averse,Gen-X (younger),Trendy,Owner
1.0911000000000002,2.6285999999999996,2.5324999999999998,1.7478000000000002,More susceptible,Least risk averse,Millenial,Trendy,Renter
1.9124,3.3903000000000003,1.2998999999999998,1.3973000000000002,Less susceptible,More risk averse,Millenial,Follower,Owner
2.3165000000000004,0.7368999999999999,3.6147,1.332,Less susceptible,More risk averse,Silent,Luddite,Owner
1.5356,1.0436,2.6589,2.7617,Most susceptible,Less risk averse,Gen-X (younger),Experimenter,Owner
1.5844,2.3822,2.023,2.0101,More susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
3.1751,1.9779000000000002,1.3196,1.5272,Most susceptible,Less risk averse,Millenial,Trendy,Owner
2.6287000000000003,2.6629000000000005,1.6088999999999998,1.0994,Less susceptible,Least risk averse,Gen-X (younger),Follower,Owner
2.5695,2.9379,1.6192,0.8733,Most susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
1.7215,3.1590000000000003,1.8473000000000002,1.2719,More susceptible,Most risk averse,Millenial,Trendy,Renter
2.42,3.58,1.1871000000000003,0.8125999999999999,More susceptible,Most risk averse,Silent,Trendy,Renter
1.9425,1.7554,2.8386,1.4633,More susceptible,Least risk averse,Silent,Follower,Owner
3.2710999999999997,2.197,0.9316,1.6001,Most susceptible,Most risk averse,Boomer,Trendy,Owner
3.8613,2.0278,0.4819,1.6287,Least susceptible,Most risk averse,Gen-X (older),Trendy,Owner
4.689,1.4362000000000001,0.8007,1.0739,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Renter
0.9131999999999999,2.3144,1.9204999999999999,2.8519,Less susceptible,Most risk averse,Millenial,Trendy,Renter
1.8061000000000003,3.6337,1.0401,1.5197,Less susceptible,Less risk averse,Gen-Z,Trendy,Owner
2.8866,1.0657,2.5972000000000004,1.4682,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Renter
2.5961000000000003,2.8481000000000005,1.4035,1.1521,Least susceptible,Most risk averse,Silent,Experimenter,Owner
1.3016,1.7991000000000001,3.708,1.1912,More susceptible,Less risk averse,Boomer,Follower,Owner
1.7461000000000002,2.8838,1.7856,1.5843999999999998,Less susceptible,More risk averse,Millenial,Trendy,Renter
2.4646,1.3887000000000003,2.1003999999999996,2.0462000000000002,Less susceptible,Less risk averse,Millenial,Trendy,Owner
1.8497,4.4005,0.7384,1.0290000000000001,Less susceptible,More risk averse,Millenial,Experimenter,Owner
1.7473,1.8638,3.2255,1.1634,Less susceptible,More risk averse,Millenial,Experimenter,Renter
1.2939000000000003,0.7276,4.341,1.6375,Least susceptible,Most risk averse,Gen-Z,Follower,Owner
1.8832,3.6606000000000005,1.6099,0.8462,More susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
2.461,1.8256,1.4627000000000001,2.2504999999999997,More susceptible,Most risk averse,Gen-Z,Experimenter,Renter
2.4121,1.7906,2.3418,1.4553,Less susceptible,Less risk averse,Millenial,Experimenter,Owner
2.2497,1.3326,2.6475000000000004,1.7701,Less susceptible,Least risk averse,Gen-Z,Trendy,Renter
1.1268999999999998,3.3930000000000007,2.3399,1.1401,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
2.4976000000000003,2.8342,0.6755,1.9924,Least susceptible,Least risk averse,Millenial,Follower,Renter
1.8896000000000002,4.6672,0.6867000000000001,0.7561,Least susceptible,Least risk averse,Silent,Follower,Renter
3.2677,2.1098,1.0754,1.547,Most susceptible,Most risk averse,Silent,Trendy,Renter
2.5766,3.4222,1.0224,0.9785999999999999,Less susceptible,Most risk averse,Millenial,Experimenter,Owner
0.9107000000000001,2.1035000000000004,2.4962,2.4894999999999996,Less susceptible,Less risk averse,Gen-X (younger),Trendy,Owner
1.7912000000000001,2.4052,2.1344,1.6689,Least susceptible,Less risk averse,Millenial,Experimenter,Owner
1.9024,4.4334,0.44900000000000007,1.2149999999999999,Least susceptible,Less risk averse,Gen-X (older),Experimenter,Owner
3.124,1.228,1.8109000000000002,1.8371,More susceptible,More risk averse,Millenial,Experimenter,Renter
4.1145000000000005,2.7573,0.33299999999999996,0.7948,Most susceptible,Least risk averse,Millenial,Trendy,Renter
1.0549,3.1544,1.4170999999999998,2.3733999999999997,Less susceptible,Less risk averse,Millenial,Trendy,Renter
1.7644,2.2766,1.7664999999999997,2.1925000000000003,Less susceptible,More risk averse,Gen-Z,Experimenter,Owner
0.9326,2.1154,1.7755,3.1764,Less susceptible,Least risk averse,Gen-Z,Experimenter,Renter
1.0797,2.3131,2.9103,1.6968,Less susceptible,More risk averse,Gen-X (older),Trendy,Renter
3.1627,2.343,1.4433,1.0507,More susceptible,Most risk averse,Gen-X (younger),Follower,Renter
2.4129,3.0701,0.5469,1.9699,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
1.6106000000000003,1.2183,3.2871999999999995,1.884,Most susceptible,More risk averse,Millenial,Trendy,Renter
1.3895,2.5662000000000003,2.3758000000000004,1.6684,Less susceptible,Most risk averse,Gen-X (younger),Follower,Owner
3.4044000000000003,2.7553,1.0137,0.8263999999999999,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
3.8082,1.3349,0.6326,2.224,Most susceptible,More risk averse,Gen-X (younger),Follower,Renter
2.5496000000000003,3.7156000000000002,0.48519999999999996,1.2493,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Renter
